0 0.3357 0.3341 0.3302
10000 0.3445 0.2233 0.4322
20000 0.3733 0.1525 0.4742
30000 0.4093 0.1002 0.4905
40000 0.4453 0.068 0.4867
50000 0.4885 0.0481 0.4634
60000 0.528 0.0325 0.4395
70000 0.5689 0.0234 0.4077
80000 0.6041 0.018 0.3779
90000 0.6382 0.0134 0.3484
100000 0.6694 0.0091 0.3215
110000 0.6972 0.007 0.2958
120000 0.7292 0.0052 0.2656
130000 0.7568 0.0039 0.2393
140000 0.7823 0.0026 0.2151
150000 0.804 0.0024 0.1936
160000 0.8242 0.0019 0.1739
170000 0.8399 0.0014 0.1587
180000 0.8535 0.0011 0.1454
190000 0.8684 6.0E-4 0.131
200000 0.8811 3.0E-4 0.1186
210000 0.8931 3.0E-4 0.1066
220000 0.9044 3.0E-4 0.0953
230000 0.9136 3.0E-4 0.0861
240000 0.9226 2.0E-4 0.0772
250000 0.9299 3.0E-4 0.0698
260000 0.936 2.0E-4 0.0638
270000 0.9419 1.0E-4 0.058
280000 0.9485 1.0E-4 0.0514
290000 0.9544 1.0E-4 0.0455
