1.0 0.5 0.0 0.05640000000000811 0.0 0.943599999999839 -4.831204880595408E-16 0.0 4.959366251000574E-13
1.0 0.5 0.05263157894736842 0.5712834499999995 0.04086368999999997 0.3878528599999969 0.0038482896131004085 1.7609332258389124E-4 0.003038347307821654
1.0 0.5 0.10526315789473684 0.43860464000000104 0.09766668999999943 0.46372866999999945 4.976169884691461E-4 7.282609744390517E-5 3.1067885503310855E-4
1.0 0.5 0.15789473684210525 0.35801654999999905 0.1540744300000002 0.48790901999999964 1.958095750963229E-4 5.1904183174990987E-5 1.0677631664099407E-4
1.0 0.5 0.21052631578947367 0.3123464400000011 0.2037269400000008 0.4839266200000013 1.0683840932584898E-4 4.621256823616332E-5 5.5684923373461315E-5
1.0 0.5 0.2631578947368421 0.28649774999999844 0.24603310999999967 0.4674691399999988 7.178218593754948E-5 4.2238486728352065E-5 3.873248566590992E-5
1.0 0.5 0.3157894736842105 0.27221692999999986 0.2816991799999999 0.4460838899999995 5.40815023750002E-5 4.0664899326844917E-5 3.076687946917955E-5
1.0 0.5 0.3684210526315789 0.26450408999999925 0.3120060000000003 0.42348991000000075 4.42649922729188E-5 3.6995906000453216E-5 2.8017091189491694E-5
1.0 0.5 0.42105263157894735 0.2607393899999991 0.33791261999999994 0.4013479899999987 3.9377723428921096E-5 3.7444110734211056E-5 2.7001647960184227E-5
1.0 0.5 0.47368421052631576 0.25907197999999987 0.36035260999999924 0.3805754100000001 3.5739620880728684E-5 3.61520651867564E-5 2.5288576328358348E-5
1.0 0.5 0.5263157894736842 0.2589664000000002 0.3799747499999995 0.3610588499999978 3.2495011040939437E-5 3.44729494355378E-5 2.3949595677447144E-5
1.0 0.5 0.5789473684210527 0.25979672999999937 0.3971430299999987 0.3430602399999996 3.157247430837784E-5 3.457273341919698E-5 2.3018487141965305E-5
1.0 0.5 0.631578947368421 0.2610645799999997 0.41238205999999944 0.3265533600000025 2.9326103424778815E-5 3.310987615631755E-5 2.252192070940906E-5
1.0 0.5 0.6842105263157895 0.2626764800000002 0.4259918100000022 0.31133171000000187 2.8058404810210602E-5 3.204996992065001E-5 2.0826967474171787E-5
1.0 0.5 0.7368421052631579 0.26447393999999946 0.438113290000001 0.29741277000000027 2.755999687739652E-5 3.1726088374622874E-5 2.1491833926981507E-5
1.0 0.5 0.7894736842105263 0.2663437400000003 0.449240439999999 0.28441581999999926 2.5781298812463382E-5 3.159740060765248E-5 2.1010499727067145E-5
1.0 0.5 0.8421052631578947 0.2682971800000011 0.45916755999999986 0.27253525999999967 2.719526604734457E-5 3.147150764812312E-5 1.9686976732491424E-5
1.0 0.5 0.8947368421052632 0.2701312900000007 0.4682017599999985 0.2616669499999995 2.6522241935014734E-5 3.1063596908825764E-5 1.938873469893576E-5
1.0 0.5 0.9473684210526315 0.27201627000000084 0.47643599999999825 0.2515477300000006 2.572227028599383E-5 3.073063000308407E-5 1.9162638847838864E-5
1.0 0.5 1.0 0.27382717000000034 0.48408862999999824 0.24208420000000014 2.5563362790401167E-5 3.078216572227621E-5 1.7975564359708207E-5

